time	V(AC_OUT_N)*Id(M3)+V(N009)*Ig(M3)
2.501309061432602e-001	3.412543e-003
2.501370835537864e-001	3.743526e-003
2.501421422464981e-001	4.025922e-003
2.501543288486267e-001	4.748197e-003
2.501652921801177e-001	5.448658e-003
2.501762555116088e-001	6.197068e-003
2.501872188430998e-001	6.993411e-003
2.501981821745909e-001	7.837669e-003
2.502091455060819e-001	8.729825e-003
2.502201088375730e-001	9.669861e-003
2.502310721690640e-001	1.065776e-002
2.502682150262069e-001	1.436097e-002
2.503053578833498e-001	1.861021e-002
2.503425007404928e-001	2.340382e-002
2.503796435976356e-001	2.874016e-002
2.504167864547785e-001	3.461757e-002
2.504539293119214e-001	4.103442e-002
2.504910721690643e-001	4.798905e-002
2.505796435976358e-001	6.675475e-002
2.506682150262073e-001	8.845971e-002
2.507567864547788e-001	1.130449e-001
2.508453578833504e-001	1.404519e-001
2.509339293119219e-001	1.706222e-001
2.510225007404934e-001	2.034982e-001
2.511110721690649e-001	2.390223e-001
2.512110721690650e-001	2.821124e-001
2.513110721690651e-001	3.261149e-001
2.514110721690652e-001	3.704583e-001
2.515110721690653e-001	4.145859e-001
2.516110721690654e-001	4.579556e-001
2.517110721690655e-001	5.000401e-001
2.518110721690656e-001	5.403270e-001
2.518667864547800e-001	5.632368e-001
2.519225007404943e-001	5.861661e-001
2.519782150262087e-001	6.090897e-001
2.520339293119230e-001	6.319829e-001
2.520896435976373e-001	6.548211e-001
2.521453578833517e-001	6.775806e-001
2.522010721690660e-001	7.002377e-001
2.522110721690660e-001	7.043057e-001
2.522210721690660e-001	7.083713e-001
2.522310721690660e-001	7.124342e-001
2.522410721690661e-001	7.164933e-001
2.522510721690661e-001	7.205490e-001
2.522610721690661e-001	7.246019e-001
2.522710721690661e-001	7.286520e-001
2.522810721690661e-001	7.326994e-001
2.522910721690661e-001	7.367437e-001
2.523010721690661e-001	7.407851e-001
2.523110721690661e-001	7.448234e-001
2.523210721690661e-001	7.488584e-001
2.523310721690661e-001	7.528903e-001
2.523510721690662e-001	7.609438e-001
2.524696435976377e-001	8.084316e-001
2.525882150262093e-001	8.552186e-001
2.527067864547808e-001	9.011507e-001
2.528253578833524e-001	9.460805e-001
2.529439293119239e-001	9.898673e-001
2.530625007404955e-001	1.032377e+000
2.531810721690670e-001	1.073481e+000
2.533353578833529e-001	1.124571e+000
2.534896435976387e-001	1.172333e+000
2.536439293119246e-001	1.216516e+000
2.537982150262105e-001	1.256891e+000
2.539525007404964e-001	1.293252e+000
2.541067864547822e-001	1.325417e+000
2.542610721690681e-001	1.353224e+000
2.544196435976396e-001	1.376722e+000
2.545782150262113e-001	1.394970e+000
2.547367864547828e-001	1.407865e+000
2.548953578833544e-001	1.415337e+000
2.550539293119260e-001	1.417342e+000
2.552125007404976e-001	1.413869e+000
2.553710721690692e-001	1.404932e+000
2.555310721690693e-001	1.390245e+000
2.556910721690695e-001	1.370292e+000
2.558510721690697e-001	1.345180e+000
2.560110721690698e-001	1.315040e+000
2.561710721690700e-001	1.280036e+000
2.563310721690701e-001	1.240359e+000
2.564910721690703e-001	1.196227e+000
2.566239293119276e-001	1.156559e+000
2.567567864547848e-001	1.114513e+000
2.568896435976421e-001	1.070241e+000
2.570225007404994e-001	1.023908e+000
2.571553578833567e-001	9.756890e-001
2.572882150262140e-001	9.257707e-001
2.574210721690712e-001	8.743508e-001
2.575167864547856e-001	8.366981e-001
2.576125007405000e-001	7.985460e-001
2.577082150262144e-001	7.599783e-001
2.578039293119288e-001	7.210812e-001
2.578996435976431e-001	6.819439e-001
2.579953578833575e-001	6.426585e-001
2.580910721690719e-001	6.033197e-001
2.581582150262148e-001	5.759098e-001
2.582253578833578e-001	5.482901e-001
2.582925007405007e-001	5.205255e-001
2.583596435976436e-001	4.926825e-001
2.584267864547865e-001	4.648287e-001
2.584939293119294e-001	4.370332e-001
2.585610721690724e-001	4.093663e-001
2.586067864547867e-001	3.903468e-001
2.586525007405011e-001	3.709004e-001
2.586982150262154e-001	3.511052e-001
2.587439293119297e-001	3.310405e-001
2.587896435976440e-001	3.107864e-001
2.588353578833584e-001	2.904237e-001
2.588810721690727e-001	2.700344e-001
2.589125007405013e-001	2.561009e-001
2.589439293119299e-001	2.424346e-001
2.589753578833585e-001	2.290440e-001
2.590067864547871e-001	2.159378e-001
2.590382150262157e-001	2.031246e-001
2.590696435976443e-001	1.906134e-001
2.591010721690729e-001	1.784127e-001
2.591239293119301e-001	1.697864e-001
2.591467864547872e-001	1.613522e-001
2.591696435976444e-001	1.531118e-001
2.591925007405016e-001	1.450669e-001
2.592153578833588e-001	1.372192e-001
2.592382150262159e-001	1.295704e-001
2.592610721690731e-001	1.221221e-001
2.592910721690731e-001	1.126581e-001
2.593210721690731e-001	1.035497e-001
2.593510721690732e-001	9.480102e-002
2.593810721690732e-001	8.641607e-002
2.594010721690732e-001	8.103006e-002
2.594210721690732e-001	7.580849e-002
2.594410721690733e-001	7.075245e-002
2.594610721690733e-001	6.586300e-002
2.594810721690733e-001	6.114115e-002
2.594910721690733e-001	5.884340e-002
2.595010721690733e-001	5.658792e-002
2.595110721690733e-001	5.437484e-002
2.595210721690733e-001	5.220427e-002
2.595310721690733e-001	5.007635e-002
2.595410721690734e-001	4.799118e-002
2.595510721690734e-001	4.594888e-002
2.595610721690734e-001	4.394956e-002
2.595710721690734e-001	4.199334e-002
2.595810721690734e-001	4.008033e-002
2.595910721690734e-001	3.821063e-002
2.596010721690734e-001	3.638437e-002
2.596110721690734e-001	3.460164e-002
2.596210721690734e-001	3.286254e-002
2.596310721690734e-001	3.116719e-002
2.596410721690735e-001	2.951568e-002
2.596510721690735e-001	2.790811e-002
2.596610721690735e-001	2.634459e-002
2.596710721690735e-001	2.482521e-002
2.596810721690735e-001	2.335007e-002
2.596910721690735e-001	2.191926e-002
2.597010721690735e-001	2.053287e-002
2.597110721690735e-001	1.919101e-002
2.597210721690735e-001	1.789374e-002
2.597310721690735e-001	1.664117e-002
2.597410721690736e-001	1.543338e-002
2.597510721690736e-001	1.427046e-002
2.597610721690736e-001	1.315249e-002
2.597710721690736e-001	1.207955e-002
2.597810721690736e-001	1.105172e-002
2.597882434920087e-001	1.034245e-002
2.597965033287341e-001	9.554354e-003
2.598010497402259e-001	9.133757e-003
2.598075837887916e-001	8.545696e-003
2.598114894002024e-001	8.203445e-003
2.598141574875506e-001	7.973623e-003
2.598162709004154e-001	7.793875e-003
2.598174054475074e-001	7.698217e-003
2.598184722212616e-001	7.608809e-003
2.598198813089533e-001	7.491502e-003
2.598214647657058e-001	7.360758e-003
2.598233727783423e-001	7.204730e-003
2.598277404178063e-001	6.853803e-003
2.598376450185103e-001	6.090182e-003
2.598475496192144e-001	5.371317e-003
2.598574542199184e-001	4.697266e-003
2.598673588206225e-001	4.068087e-003
2.598772634213266e-001	3.483838e-003
2.598871680220306e-001	2.944576e-003
2.598970726227347e-001	2.450361e-003
2.599262417403107e-001	1.257030e-003
2.599554108578868e-001	4.566576e-004
2.599845799754628e-001	5.030361e-005
2.600137490930389e-001	3.902717e-005
2.600429182106149e-001	4.238878e-004
2.600720873281910e-001	1.205945e-003
2.601012564457670e-001	2.386258e-003
2.601019021332277e-001	2.416890e-003
2.601031935081490e-001	2.478749e-003
2.601038999945468e-001	2.512931e-003
2.601052722407967e-001	2.579997e-003
2.601060240359980e-001	2.617113e-003
2.601067509333360e-001	2.653251e-003
2.601074137312732e-001	2.686418e-003
2.601080783503774e-001	2.719881e-003
2.601088304240536e-001	2.757996e-003
2.601113601205588e-001	2.888142e-003
2.601118806125118e-001	2.915293e-003
2.601123983233201e-001	2.942426e-003
2.601134942308260e-001	3.000279e-003
2.601159873195234e-001	3.133991e-003
2.601222551342221e-001	3.483017e-003
2.601308848813885e-001	3.993663e-003
2.601370694230770e-001	4.381059e-003
2.601421263422926e-001	4.711125e-003
2.601543259875357e-001	5.556623e-003
2.602610594195765e-001	1.590426e-002
2.603553451338623e-001	2.946507e-002
2.604496308481480e-001	4.687228e-002
2.605439165624339e-001	6.793880e-002
2.606382022767197e-001	9.247925e-002
2.607324879910055e-001	1.203099e-001
2.608267737052913e-001	1.512487e-001
2.609210594195771e-001	1.851152e-001
2.610867737052915e-001	2.502646e-001
2.612524879910060e-001	3.224727e-001
2.614182022767205e-001	4.007620e-001
2.615839165624349e-001	4.841866e-001
2.617496308481493e-001	5.718324e-001
2.619153451338638e-001	6.628169e-001
2.620810594195783e-001	7.562894e-001
2.622010594195784e-001	8.252606e-001
2.622110594195784e-001	8.310392e-001
2.622210594195784e-001	8.368222e-001
2.622310594195784e-001	8.426440e-001
2.622410594195784e-001	8.486640e-001
2.622510594195784e-001	8.549062e-001
2.622610594195785e-001	8.612199e-001
2.622710594195785e-001	8.675342e-001
2.622810594195785e-001	8.738475e-001
2.622910594195785e-001	8.801643e-001
2.623010594195785e-001	8.864866e-001
2.623110594195785e-001	8.928139e-001
2.623210594195785e-001	8.991463e-001
2.623310594195785e-001	9.054830e-001
2.623510594195785e-001	9.181694e-001
2.624696308481501e-001	9.938690e-001
2.625882022767216e-001	1.069447e+000
2.627067737052932e-001	1.144566e+000
2.628253451338647e-001	1.218903e+000
2.629439165624363e-001	1.292150e+000
2.630624879910078e-001	1.364011e+000
2.631810594195794e-001	1.434203e+000
2.633353451338653e-001	1.522045e+000
2.634896308481511e-001	1.604696e+000
2.636439165624370e-001	1.681548e+000
2.637982022767229e-001	1.752048e+000
2.639524879910087e-001	1.815698e+000
2.641067737052946e-001	1.872060e+000
2.642610594195805e-001	1.920749e+000
2.644196308481520e-001	1.961577e+000
2.645782022767236e-001	1.992872e+000
2.647367737052952e-001	2.014400e+000
2.648953451338668e-001	2.025999e+000
2.650539165624384e-001	2.027583e+000
2.652124879910100e-001	2.019140e+000
2.653710594195816e-001	2.000734e+000
2.655310594195817e-001	1.971844e+000
2.656910594195819e-001	1.933584e+000
2.658510594195820e-001	1.886237e+000
2.660110594195822e-001	1.830156e+000
2.661710594195824e-001	1.765767e+000
2.663310594195825e-001	1.693565e+000
2.664910594195827e-001	1.614117e+000
2.666239165624399e-001	1.543441e+000
2.667567737052972e-001	1.469434e+000
2.668896308481545e-001	1.392464e+000
2.670224879910118e-001	1.312919e+000
2.671553451338691e-001	1.231217e+000
2.672882022767263e-001	1.147797e+000
2.674210594195836e-001	1.063124e+000
2.675167737052980e-001	1.001968e+000
2.676124879910124e-001	9.410075e-001
2.677082022767268e-001	8.803958e-001
2.678039165624411e-001	8.202921e-001
2.678996308481555e-001	7.608593e-001
2.679953451338699e-001	7.022644e-001
2.680910594195843e-001	6.446787e-001
2.681582022767272e-001	6.051117e-001
2.682253451338701e-001	5.663227e-001
2.682924879910131e-001	5.283595e-001
2.683596308481560e-001	4.912708e-001
2.684267737052989e-001	4.551057e-001
2.684939165624418e-001	4.199140e-001
2.685610594195848e-001	3.857462e-001
2.686067737052991e-001	3.631371e-001
2.686524879910134e-001	3.410826e-001
2.686982022767278e-001	3.195948e-001
2.687439165624421e-001	2.986860e-001
2.687896308481564e-001	2.783687e-001
2.688353451338708e-001	2.586554e-001
2.688810594195851e-001	2.395584e-001
2.689124879910137e-001	2.268036e-001
2.689439165624423e-001	2.143583e-001
2.689753451338709e-001	2.022259e-001
2.690067737052995e-001	1.904096e-001
2.690382022767281e-001	1.789130e-001
2.690696308481567e-001	1.677395e-001
2.691010594195853e-001	1.568925e-001
2.691239165624424e-001	1.492134e-001
2.691467737052996e-001	1.417131e-001
2.691696308481568e-001	1.343926e-001
2.691924879910140e-001	1.272530e-001
2.692153451338711e-001	1.202954e-001
2.692382022767283e-001	1.135209e-001
2.692610594195855e-001	1.069306e-001
2.692910594195855e-001	9.856502e-002
2.693210594195855e-001	9.052347e-002
2.693510594195855e-001	8.280880e-002
2.693810594195856e-001	7.542373e-002
2.694010594195856e-001	7.068475e-002
2.694210594195856e-001	6.609417e-002
2.694410594195856e-001	6.165270e-002
2.694610594195857e-001	5.736103e-002
2.694810594195857e-001	5.321984e-002
2.694910594195857e-001	5.120588e-002
2.695010594195857e-001	4.922978e-002
2.695110594195857e-001	4.729161e-002
2.695210594195857e-001	4.539145e-002
2.695310594195857e-001	4.352938e-002
2.695410594195857e-001	4.170547e-002
2.695510594195857e-001	3.991978e-002
2.695610594195858e-001	3.817239e-002
2.695710594195858e-001	3.646336e-002
2.695810594195858e-001	3.479276e-002
2.695910594195858e-001	3.316065e-002
2.696010594195858e-001	3.156709e-002
2.696110594195858e-001	3.001214e-002
2.696210594195858e-001	2.849586e-002
2.696310594195858e-001	2.701832e-002
2.696410594195858e-001	2.557955e-002
2.696510594195858e-001	2.417963e-002
2.696610594195859e-001	2.281859e-002
2.696710594195859e-001	2.149650e-002
2.696810594195859e-001	2.021340e-002
2.696910594195859e-001	1.896934e-002
2.697010594195859e-001	1.776437e-002
2.697110594195859e-001	1.659855e-002
2.697210594195859e-001	1.547190e-002
2.697310594195859e-001	1.438447e-002
2.697410594195859e-001	1.333631e-002
2.697510594195859e-001	1.232747e-002
2.697610594195860e-001	1.135796e-002
2.697710594195860e-001	1.042785e-002
2.697810594195860e-001	9.537164e-003
2.697882320136042e-001	8.922629e-003
2.697964948931677e-001	8.239878e-003
2.698010415993959e-001	7.875697e-003
2.698075772613695e-001	7.366521e-003
2.698114899517815e-001	7.069780e-003
2.698141585246807e-001	6.870875e-003
2.698162717133612e-001	6.715382e-003
2.698174059225720e-001	6.632679e-003
2.698184729384354e-001	6.555358e-003
2.698254435208974e-001	6.061322e-003
2.698324141033594e-001	5.586521e-003
2.698393846858214e-001	5.130964e-003
2.698463552682834e-001	4.694661e-003
2.698533258507455e-001	4.277622e-003
2.698602964332074e-001	3.879854e-003
2.698672670156694e-001	3.501368e-003
2.699003842377006e-001	1.966637e-003
2.699335014597317e-001	8.689082e-004
2.699666186817629e-001	2.085818e-004
2.699997359037940e-001	-1.394228e-005
2.700328531258252e-001	2.017360e-004
2.700659703478563e-001	8.560167e-004
2.700990875698874e-001	1.949300e-003
2.701012543438109e-001	2.036101e-003
2.701018988874724e-001	2.062284e-003
2.701031879747955e-001	2.115148e-003
2.701038923552142e-001	2.144315e-003
2.701045665783660e-001	2.172419e-003
2.701052627571621e-001	2.201628e-003
2.701060149979493e-001	2.233408e-003
2.701067433230561e-001	2.264393e-003
2.701074052538712e-001	2.292737e-003
2.701080702087489e-001	2.321387e-003
2.701088206486232e-001	2.353932e-003
2.701113469978058e-001	2.465151e-003
2.701118682792469e-001	2.488417e-003
2.701123825329391e-001	2.511476e-003
2.701135115838009e-001	2.562473e-003
2.701160011132680e-001	2.676720e-003
2.701223242697138e-001	2.978035e-003
2.701310452714193e-001	3.419830e-003
2.701371764056192e-001	3.748617e-003
2.701422468402520e-001	4.031869e-003
2.701543507091643e-001	4.749546e-003
2.701653238836075e-001	5.450753e-003
2.701762970580508e-001	6.199996e-003
2.701872702324941e-001	6.997257e-003
2.701982434069373e-001	7.842519e-003
2.702092165813805e-001	8.735764e-003
2.702201897558238e-001	9.676976e-003
2.702311629302671e-001	1.066614e-002
2.702683057874100e-001	1.437069e-002
2.703054486445529e-001	1.862126e-002
2.703425915016958e-001	2.341620e-002
2.703797343588386e-001	2.875387e-002
2.704168772159815e-001	3.463260e-002
2.704540200731244e-001	4.105075e-002
2.704911629302673e-001	4.800669e-002
2.705254486445531e-001	5.489998e-002
2.705597343588388e-001	6.224209e-002
2.705940200731246e-001	7.003061e-002
2.706283057874103e-001	7.826309e-002
2.706625915016961e-001	8.693711e-002
2.706968772159818e-001	9.605027e-002
2.707311629302676e-001	1.056001e-001
2.708183057874105e-001	1.320493e-001
2.709054486445535e-001	1.610346e-001
2.709925915016964e-001	1.924384e-001
2.710797343588393e-001	2.261444e-001
2.711668772159823e-001	2.620379e-001
2.712540200731252e-001	3.000055e-001
2.713411629302682e-001	3.399351e-001
2.714168772159825e-001	3.729568e-001
2.714925915016969e-001	4.060194e-001
2.715683057874113e-001	4.389228e-001
2.716440200731256e-001	4.714711e-001
2.717197343588400e-001	5.034729e-001
2.717954486445544e-001	5.347413e-001
2.718711629302687e-001	5.650936e-001
2.722011629302690e-001	7.002746e-001
2.722111629302690e-001	7.043425e-001
2.722211629302690e-001	7.084081e-001
2.722311629302691e-001	7.124711e-001
2.722411629302691e-001	7.165302e-001
2.722511629302691e-001	7.205858e-001
2.722611629302691e-001	7.246387e-001
2.722711629302691e-001	7.286888e-001
2.722811629302691e-001	7.327361e-001
2.722911629302691e-001	7.367804e-001
2.723011629302691e-001	7.408218e-001
2.723111629302691e-001	7.448600e-001
2.723211629302691e-001	7.488951e-001
2.723311629302692e-001	7.529269e-001
2.723511629302692e-001	7.609804e-001
2.724697343588407e-001	8.084677e-001
2.725883057874123e-001	8.552541e-001
2.727068772159838e-001	9.011855e-001
2.728254486445554e-001	9.461145e-001
2.729440200731269e-001	9.899003e-001
2.730625915016985e-001	1.032409e+000
2.731811629302700e-001	1.073512e+000
2.733354486445559e-001	1.124600e+000
2.734897343588417e-001	1.172361e+000
2.736440200731276e-001	1.216541e+000
2.737983057874135e-001	1.256914e+000
2.739525915016994e-001	1.293272e+000
2.741068772159852e-001	1.325434e+000
2.742611629302711e-001	1.353239e+000
2.744197343588427e-001	1.376734e+000
2.745783057874143e-001	1.394979e+000
2.747368772159858e-001	1.407871e+000
2.748954486445575e-001	1.415339e+000
2.750540200731290e-001	1.417342e+000
2.752125915017006e-001	1.413865e+000
2.753711629302722e-001	1.404925e+000
2.755311629302724e-001	1.390235e+000
2.756911629302725e-001	1.370280e+000
2.758511629302727e-001	1.345164e+000
2.760111629302728e-001	1.315022e+000
2.761711629302730e-001	1.280015e+000
2.763311629302732e-001	1.240335e+000
2.764911629302733e-001	1.196201e+000
2.766240200731306e-001	1.156531e+000
2.767568772159879e-001	1.114483e+000
2.768897343588451e-001	1.070210e+000
2.770225915017024e-001	1.023875e+000
2.771554486445597e-001	9.756554e-001
2.772883057874170e-001	9.257362e-001
2.774211629302743e-001	8.743154e-001
2.775168772159886e-001	8.366621e-001
2.776125915017030e-001	7.985096e-001
2.777083057874174e-001	7.599415e-001
2.778040200731318e-001	7.210441e-001
2.778997343588461e-001	6.819067e-001
2.779954486445606e-001	6.426211e-001
2.780911629302749e-001	6.032823e-001
2.781583057874179e-001	5.758725e-001
2.782254486445608e-001	5.482528e-001
2.782925915017037e-001	5.204882e-001
2.783597343588466e-001	4.926450e-001
2.784268772159895e-001	4.647911e-001
2.784940200731325e-001	4.369954e-001
2.785611629302754e-001	4.093283e-001
2.786068772159897e-001	3.903083e-001
2.786525915017041e-001	3.708613e-001
2.786983057874184e-001	3.510657e-001
2.787440200731327e-001	3.310006e-001
2.787897343588470e-001	3.107462e-001
2.788354486445614e-001	2.903835e-001
2.788811629302757e-001	2.699941e-001
2.789125915017043e-001	2.560612e-001
2.789440200731329e-001	2.423955e-001
2.789754486445615e-001	2.290056e-001
2.790068772159901e-001	2.159002e-001
2.790383057874187e-001	2.030880e-001
2.790697343588473e-001	1.905777e-001
2.791011629302759e-001	1.783781e-001
2.791240200731331e-001	1.697525e-001
2.791468772159902e-001	1.613191e-001
2.791697343588474e-001	1.530794e-001
2.791925915017046e-001	1.450353e-001
2.792154486445618e-001	1.371884e-001
2.792383057874189e-001	1.295404e-001
2.792611629302761e-001	1.220929e-001
2.792911629302761e-001	1.126300e-001
2.793211629302762e-001	1.035227e-001
2.793511629302762e-001	9.477510e-002
2.793811629302762e-001	8.639125e-002
2.794011629302762e-001	8.100598e-002
2.794211629302763e-001	7.578517e-002
2.794411629302763e-001	7.072989e-002
2.794611629302763e-001	6.584119e-002
2.794811629302763e-001	6.112011e-002
2.794911629302763e-001	5.882274e-002
2.795011629302763e-001	5.656764e-002
2.795111629302763e-001	5.435495e-002
2.795211629302764e-001	5.218477e-002
2.795311629302764e-001	5.005723e-002
2.795411629302764e-001	4.797245e-002
2.795511629302764e-001	4.593053e-002
2.795611629302764e-001	4.393161e-002
2.795711629302764e-001	4.197578e-002
2.795811629302764e-001	4.006316e-002
2.795911629302764e-001	3.819386e-002
2.796011629302764e-001	3.636799e-002
2.796111629302764e-001	3.458565e-002
2.796211629302765e-001	3.284696e-002
2.796311629302765e-001	3.115200e-002
2.796411629302765e-001	2.950089e-002
2.796511629302765e-001	2.789372e-002
2.796611629302765e-001	2.633060e-002
2.796711629302765e-001	2.481163e-002
2.796811629302765e-001	2.333688e-002
2.796911629302765e-001	2.190648e-002
2.797011629302765e-001	2.052050e-002
2.797111629302765e-001	1.917903e-002
2.797211629302766e-001	1.788217e-002
2.797311629302766e-001	1.663001e-002
2.797411629302766e-001	1.542263e-002
2.797511629302766e-001	1.426011e-002
2.797611629302766e-001	1.314255e-002
2.797711629302766e-001	1.207001e-002
2.797811629302766e-001	1.104259e-002
2.797883257426265e-001	1.033445e-002
2.797965641660015e-001	9.548664e-003
2.798011220854285e-001	9.127140e-003
2.798076352908597e-001	8.541138e-003
2.798114837330890e-001	8.203937e-003
2.798141476790058e-001	7.974462e-003
2.798162636457737e-001	7.794488e-003
2.798174013681867e-001	7.698560e-003
2.798184660518479e-001	7.609324e-003
2.798198757626838e-001	7.491962e-003
2.798214602065222e-001	7.361132e-003
2.798233643323691e-001	7.205417e-003
2.798277309658032e-001	6.854553e-003
2.798376324621496e-001	6.091122e-003
2.798475339584960e-001	5.372419e-003
2.798574354548425e-001	4.698501e-003
2.798673369511890e-001	4.069427e-003
2.798772384475354e-001	3.485254e-003
2.798871399438819e-001	2.946041e-003
2.798970414402283e-001	2.451846e-003
2.799262197228931e-001	1.257782e-003
2.799553980055578e-001	4.569235e-004
2.799845762882225e-001	5.033001e-005
2.800137545708872e-001	3.906222e-005
2.800429328535520e-001	4.241806e-004
2.800721111362167e-001	1.206746e-003
2.801012894188815e-001	2.387818e-003
2.801019519249479e-001	2.419260e-003
2.801032769370807e-001	2.482773e-003
2.801040147358606e-001	2.518505e-003
2.801054138470740e-001	2.586968e-003
2.801061568666974e-001	2.623699e-003
2.801068609739976e-001	2.658743e-003
2.801075356056322e-001	2.692539e-003
2.801082115646225e-001	2.726613e-003
2.801089867081674e-001	2.765950e-003
2.801113444497911e-001	2.887326e-003
2.801118616833457e-001	2.914303e-003
2.801123800038634e-001	2.941463e-003
2.801135139757560e-001	3.001326e-003
2.801160081592132e-001	3.135121e-003
2.801223567833976e-001	3.488829e-003
2.801311235237024e-001	4.008280e-003
2.801372200351544e-001	4.390717e-003
2.801422947677391e-001	4.722324e-003
2.801543571750756e-001	5.558873e-003
2.802612023803078e-001	1.592164e-002
2.803012023803078e-001	2.115988e-002
2.803412023803079e-001	2.711277e-002
2.803812023803079e-001	3.377028e-002
2.804212023803079e-001	4.112241e-002
2.804612023803080e-001	4.915917e-002
2.805012023803080e-001	5.787060e-002
2.805412023803081e-001	6.724676e-002
2.807126309517368e-001	1.142472e-001
2.808840595231655e-001	1.713918e-001
2.810554880945943e-001	2.374394e-001
2.812269166660230e-001	3.111837e-001
2.813983452374518e-001	3.914532e-001
2.815697738088805e-001	4.771110e-001
2.817412023803093e-001	5.670550e-001
2.818069166660236e-001	6.027273e-001
2.818726309517380e-001	6.388914e-001
2.819383452374523e-001	6.754967e-001
2.820040595231667e-001	7.124933e-001
2.820697738088810e-001	7.498319e-001
2.821354880945954e-001	7.874644e-001
2.822012023803097e-001	8.253432e-001
2.822112023803097e-001	8.311218e-001
2.822212023803097e-001	8.369050e-001
2.822312023803097e-001	8.427283e-001
2.822412023803098e-001	8.487519e-001
2.822512023803098e-001	8.549963e-001
2.822612023803098e-001	8.613102e-001
2.822712023803098e-001	8.676244e-001
2.822812023803098e-001	8.739378e-001
2.822912023803098e-001	8.802547e-001
2.823012023803098e-001	8.865770e-001
2.823112023803098e-001	8.929045e-001
2.823212023803098e-001	8.992368e-001
2.823312023803098e-001	9.055736e-001
2.823512023803099e-001	9.182601e-001
2.824697738088814e-001	9.939601e-001
2.825883452374530e-001	1.069538e+000
2.827069166660245e-001	1.144656e+000
2.828254880945961e-001	1.218993e+000
2.829440595231676e-001	1.292238e+000
2.830626309517392e-001	1.364097e+000
2.831812023803107e-001	1.434286e+000
2.833354880945966e-001	1.522123e+000
2.834897738088824e-001	1.604770e+000
2.836440595231683e-001	1.681617e+000
2.837983452374542e-001	1.752110e+000
2.839526309517401e-001	1.815754e+000
2.841069166660259e-001	1.872108e+000
2.842612023803118e-001	1.920790e+000
2.844197738088833e-001	1.961610e+000
2.845783452374550e-001	1.992896e+000
2.847369166660265e-001	2.014415e+000
2.848954880945981e-001	2.026005e+000
2.850540595231697e-001	2.027580e+000
2.852126309517413e-001	2.019128e+000
2.853712023803129e-001	2.000713e+000
2.855312023803130e-001	1.971814e+000
2.856912023803132e-001	1.933545e+000
2.858512023803134e-001	1.886190e+000
2.860112023803135e-001	1.830102e+000
2.861712023803137e-001	1.765706e+000
2.863312023803138e-001	1.693498e+000
2.864912023803140e-001	1.614043e+000
2.866240595231713e-001	1.543363e+000
2.867569166660285e-001	1.469353e+000
2.868897738088858e-001	1.392379e+000
2.870226309517431e-001	1.312832e+000
2.871554880946004e-001	1.231128e+000
2.872883452374577e-001	1.147707e+000
2.874212023803149e-001	1.063033e+000
2.875169166660293e-001	1.001877e+000
2.876126309517437e-001	9.409166e-001
2.877083452374581e-001	8.803054e-001
2.878040595231725e-001	8.202026e-001
2.878997738088868e-001	7.607710e-001
2.879954880946012e-001	7.021776e-001
2.880912023803156e-001	6.445938e-001
2.881583452374585e-001	6.050283e-001
2.882254880946015e-001	5.662409e-001
2.882926309517444e-001	5.282795e-001
2.883597738088873e-001	4.911927e-001
2.884269166660302e-001	4.550297e-001
2.884940595231731e-001	4.198402e-001
2.885612023803161e-001	3.856747e-001
2.886069166660304e-001	3.630673e-001
2.886526309517448e-001	3.410145e-001
2.886983452374591e-001	3.195284e-001
2.887440595231734e-001	2.986215e-001
2.887897738088877e-001	2.783061e-001
2.888354880946021e-001	2.585947e-001
2.888812023803164e-001	2.394997e-001
2.889126309517450e-001	2.267463e-001
2.889440595231736e-001	2.143024e-001
2.889754880946022e-001	2.021714e-001
2.890069166660308e-001	1.903566e-001
2.890383452374594e-001	1.788615e-001
2.890697738088880e-001	1.676894e-001
2.891012023803166e-001	1.568439e-001
2.891240595231738e-001	1.491660e-001
2.891469166660309e-001	1.416668e-001
2.891697738088881e-001	1.343474e-001
2.891926309517453e-001	1.272089e-001
2.892154880946025e-001	1.202525e-001
2.892383452374596e-001	1.134791e-001
2.892612023803168e-001	1.068900e-001
2.892912023803168e-001	9.852592e-002
2.893212023803168e-001	9.048593e-002
2.893512023803169e-001	8.277283e-002
2.893812023803169e-001	7.538933e-002
2.894012023803169e-001	7.065141e-002
2.894212023803169e-001	6.606189e-002
2.894412023803170e-001	6.162149e-002
2.894612023803170e-001	5.733090e-002
2.894812023803170e-001	5.319078e-002
2.894912023803170e-001	5.117736e-002
2.895012023803170e-001	4.920180e-002
2.895112023803170e-001	4.726418e-002
2.895212023803170e-001	4.536457e-002
2.895312023803170e-001	4.350304e-002
2.895412023803171e-001	4.167967e-002
2.895512023803171e-001	3.989453e-002
2.895612023803171e-001	3.814769e-002
2.895712023803171e-001	3.643921e-002
2.895812023803171e-001	3.476915e-002
2.895912023803171e-001	3.313760e-002
2.896012023803171e-001	3.154459e-002
2.896112023803171e-001	2.999019e-002
2.896212023803171e-001	2.847447e-002
2.896312023803171e-001	2.699747e-002
2.896412023803172e-001	2.555926e-002
2.896512023803172e-001	2.415990e-002
2.896612023803172e-001	2.279942e-002
2.896712023803172e-001	2.147788e-002
2.896812023803172e-001	2.019534e-002
2.896912023803172e-001	1.895184e-002
2.897012023803172e-001	1.774743e-002
2.897112023803172e-001	1.658216e-002
